Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Dodge,Dakota,2010,flex-fuel,302,8,AUTOMATIC,four wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,19,14,1851,31365
Toyota,Camry,2015,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,31,21,2031,31370
Toyota,Camry,2015,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,21,2031,31370
Toyota,Camry,2016,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,31,21,2031,31370
Toyota,Camry,2016,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,31,21,2031,31370
Toyota,Camry,2017,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,30,21,2031,31370
Toyota,Camry,2017,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,30,21,2031,31370
Nissan,Xterra,2014,regular unleaded,261,6,AUTOMATIC,four wheel drive,4,SUV,Midsize,4dr SUV,20,15,2009,31370
Volkswagen,Beetle,2015,premium unleaded,210,4,MANUAL,front wheel drive,2,Performance,Compact,2dr Hatchback,31,23,873,31375
Volkswagen,Beetle,2015,premium unleaded,210,4,MANUAL,front wheel drive,2,Performance,Compact,2dr Hatchback,31,23,873,31375
Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,22,2031,31385
GMC,Sierra 1500,2016,flex-fuel,285,6,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,24,18,549,31390
Ford,Taurus,2016,flex-fuel,288,6,AUTOMATIC,all wheel drive,4,Performance,Large,Sedan,24,17,5657,31390
Volkswagen,Tiguan,2016,premium unleaded,200,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,26,21,873,31390
Volkswagen,Beetle Convertible,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,2,Diesel,Compact,Convertible,40,30,873,31395
Dodge,Journey,2015,regular unleaded,283,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,17,1851,31395
Dodge,Journey,2015,regular unleaded,283,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,17,1851,31395
Buick,Regal,2016,premium unleaded,259,4,AUTOMATIC,all wheel drive,4,Performance,Midsize,Sedan,27,19,155,31415
GMC,Savana Cargo,2015,flex-fuel,285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Cargo Van,17,11,549,31415
Ford,E-Series Van,2014,flex-fuel,225,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Cargo Van,16,13,5657,31420
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,23,18,2031,31420
Ford,Fusion Hybrid,2016,regular unleaded,188,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,41,44,5657,31430
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Full-Size Minivan,Large,Passenger Minivan,25,18,2031,31430
Volkswagen,Golf SportWagen,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,31,873,31445
Acura,TLX,2015,premium unleaded,206,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,35,24,204,31445
Volkswagen,Beetle,2016,premium unleaded,210,4,MANUAL,front wheel drive,2,Performance,Compact,2dr Hatchback,31,23,873,31450
Volkswagen,Beetle,2016,premium unleaded,210,4,MANUAL,front wheel drive,2,Performance,Compact,2dr Hatchback,31,23,873,31450
Ford,E-Series Van,2012,flex-fuel,255,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Cargo Van,16,12,5657,31460
Buick,Regal,2017,premium unleaded,259,4,AUTOMATIC,all wheel drive,4,Performance,Midsize,Sedan,27,19,155,31465
Chrysler,Town and Country,2015,flex-fuel,283,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,25,17,1013,31465
Nissan,Pathfinder,2015,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,26,19,2009,31470
Honda,Pilot,2015,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,24,17,2202,31470
Ford,E-Series Van,2013,flex-fuel,255,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Cargo Van,16,12,5657,31485
Ford,Escape,2015,premium unleaded,178,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,22,5657,31485
Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,four wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,23,17,5657,31485
Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,four wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,23,17,5657,31485
Chevrolet,Equinox,2016,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,1385,31490
Kia,Sportage,2016,regular unleaded,260,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,25,19,1720,31490
Volkswagen,Beetle Convertible,2015,premium unleaded,210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,31495
Volkswagen,Beetle Convertible,2015,premium unleaded,210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,31495
Dodge,Grand Caravan,2016,flex-fuel,283,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,25,17,1851,31495
Volkswagen,GTI,2013,premium unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,2dr Hatchback,33,24,873,31495
Volkswagen,GTI,2013,premium unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,2dr Hatchback,33,24,873,31495
Mitsubishi,Endeavor,2010,premium unleaded,225,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,19,15,436,31499
BMW,1 Series,2013,premium unleaded,230,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,28,19,3916,31500
BMW,1 Series,2013,premium unleaded,230,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,28,19,3916,31500
Mercedes-Benz,CLA-Class,2015,premium unleaded,208,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,38,26,617,31500
Ford,Edge,2015,premium unleaded,245,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,30,20,5657,31500
Kia,Sorento,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,20,1720,31500
Nissan,Frontier,2015,regular unleaded,261,6,MANUAL,four wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,21,16,2009,31510
Toyota,RAV4,2016,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,24,2031,31510
Acura,TSX,2013,premium unleaded,201,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,31,22,204,31510
Acura,TSX,2013,premium unleaded,201,4,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,29,21,204,31510
Toyota,Venza,2013,regular unleaded,181,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,Wagon,26,20,2031,31510
Honda,Ridgeline,2017,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,26,19,2202,31515
Mazda,CX-9,2016,regular unleaded,227,4,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,28,22,586,31520
Nissan,Pathfinder,2016,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,26,19,2009,31520
Chevrolet,Silverado 1500,2017,flex-fuel,285,6,AUTOMATIC,four wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,22,17,1385,31525
GMC,Canyon,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,26,18,549,31540
Volkswagen,Golf GTI,2015,premium unleaded,220,4,MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,34,25,873,31540
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,25,19,1385,31555
Toyota,Tundra,2015,regular unleaded,310,8,AUTOMATIC,four wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,18,14,2031,31560
Buick,Regal,2016,premium unleaded,259,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,30,21,155,31565
Volkswagen,Beetle Convertible,2016,premium unleaded,210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,31570
Volkswagen,Beetle Convertible,2016,premium unleaded,210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,31570
Volkswagen,CC,2016,premium unleaded,200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,21,873,31570
Volkswagen,CC,2016,premium unleaded,200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,21,873,31570
GMC,Terrain,2015,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,20,549,31570
Mazda,CX-9,2014,regular unleaded,273,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,22,16,586,31575
Mazda,CX-9,2015,regular unleaded,273,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,22,16,586,31575
Subaru,WRX,2016,premium unleaded,268,4,AUTOMATIC,all wheel drive,4,Performance,Compact,Sedan,24,18,640,31595
Ford,Escape Hybrid,2010,regular unleaded,177,4,AUTOMATIC,all wheel drive,4,Hybrid,Compact,4dr SUV,27,30,5657,31610
Chevrolet,Silverado 1500,2017,flex-fuel,285,6,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,24,18,1385,31610
Buick,Regal,2017,premium unleaded,259,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,29,21,155,31615
Toyota,Tundra,2017,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,18,13,2031,31620
Toyota,Tundra,2017,flex-fuel,381,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,18,13,2031,31620
Volkswagen,Beetle,2015,premium unleaded,210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,2dr Hatchback,30,24,873,31625
Volkswagen,Beetle,2015,premium unleaded,210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,2dr Hatchback,30,24,873,31625
Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,rear wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,25,18,5657,31625
Chevrolet,Silverado 1500,2015,flex-fuel,285,6,AUTOMATIC,rear wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,24,18,1385,31625
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,24,19,2031,31625
Ford,Taurus,2017,flex-fuel,288,6,AUTOMATIC,all wheel drive,4,Performance,Large,Sedan,24,17,5657,31625
Volkswagen,Golf GTI,2016,premium unleaded,220,4,MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,34,25,873,31630
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Full-Size Minivan,Large,Passenger Minivan,25,18,2031,31630
Acura,TSX,2014,premium unleaded,201,4,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,29,21,204,31635
Acura,TSX,2014,premium unleaded,201,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,31,22,204,31635
Mazda,CX-7,2011,premium unleaded,244,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,18,586,31640
Subaru,Legacy,2017,regular unleaded,256,6,AUTOMATIC,all wheel drive,4,Performance,Midsize,Sedan,28,20,640,31640
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Full-Size Minivan,Large,Passenger Minivan,25,18,2031,31640
Nissan,Xterra,2015,regular unleaded,261,6,AUTOMATIC,four wheel drive,4,SUV,Midsize,4dr SUV,20,15,2009,31640
Honda,CR-V,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,34,27,2202,31645
GMC,Canyon,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,27,20,549,31650
GMC,Sierra 1500,2016,flex-fuel,285,6,AUTOMATIC,four wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,22,17,549,31655
Toyota,Tundra,2015,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,18,13,2031,31660
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,26,18,1385,31670
Volkswagen,Jetta,2015,premium unleaded,170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,31670
Toyota,Tacoma,2016,regular unleaded,278,6,MANUAL,four wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,20,17,2031,31680
Nissan,Frontier,2016,regular unleaded,261,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,22,16,2009,31690
Chrysler,300,2015,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,31,19,1013,31695
Volkswagen,GTI,2012,premium unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,33,24,873,31695
Volkswagen,GTI,2012,premium unleaded,200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,33,24,873,31695
Mitsubishi,Outlander,2017,premium unleaded,224,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,27,20,436,31695
Acura,TLX,2016,premium unleaded,206,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,35,24,204,31695
Hyundai,Santa Fe Sport,2017,regular unleaded,265,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,28,20,1439,31700
Kia,Sorento,2015,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,1720,31700
Ford,F-150,2016,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,26,19,5657,31710
Ford,F-150,2017,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,26,19,5657,31710
Nissan,Frontier,2016,regular unleaded,261,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,22,16,2009,31710
Dodge,Ram Pickup 1500,2010,flex-fuel,310,8,AUTOMATIC,four wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,18,13,1851,31730
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,24,19,2031,31740
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,24,19,2031,31740
Ford,Escape,2016,premium unleaded,178,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,22,5657,31745
Nissan,Frontier,2015,regular unleaded,261,6,AUTOMATIC,four wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,21,15,2009,31750
Acura,ILX,2015,premium unleaded,150,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Sedan,35,24,204,31750
Chevrolet,Silverado 1500,2015,flex-fuel,285,6,AUTOMATIC,rear wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,24,18,1385,31750
Volkswagen,Routan,2011,regular unleaded,283,6,AUTOMATIC,front wheel drive,4,Mid-Size Minivan,Midsize,Passenger Minivan,25,17,873,31770
Chrysler,200,2016,flex-fuel,295,6,AUTOMATIC,all wheel drive,4,Performance,Midsize,Sedan,29,18,1013,31785
Chrysler,200,2017,flex-fuel,295,6,AUTOMATIC,all wheel drive,4,Performance,Midsize,Sedan,28,18,1013,31785
GMC,Canyon,2012,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,21,16,549,31790
Ford,Edge,2016,premium unleaded,245,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,30,20,5657,31790
Ford,Edge,2017,premium unleaded,245,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,29,20,5657,31790
Chevrolet,Equinox,2017,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,28,20,1385,31790
Volkswagen,Passat,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,36,24,873,31790
Volkswagen,Passat,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,Midsize,Midsize,Sedan,36,24,873,31790
Nissan,Titan,2014,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,18,13,2009,31790
Volkswagen,Beetle Convertible,2014,premium unleaded,210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,29,23,873,31795
Volkswagen,Beetle Convertible,2014,premium unleaded,210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,29,23,873,31795
Dodge,Journey,2016,flex-fuel,283,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,17,1851,31795
Dodge,Journey,2017,flex-fuel,283,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,17,1851,31795
FIAT,500e,2015,electric,111,0,DIRECT_DRIVE,front wheel drive,2,Hatchback,Compact,2dr Hatchback,108,122,819,31800
FIAT,500e,2016,electric,111,0,DIRECT_DRIVE,front wheel drive,2,Hatchback,Compact,2dr Hatchback,103,121,819,31800
FIAT,500e,2017,electric,111,0,DIRECT_DRIVE,front wheel drive,2,Hatchback,Compact,2dr Hatchback,103,121,819,31800
Audi,Q3,2017,premium unleaded,200,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,4dr SUV,28,20,3105,31800
Toyota,Venza,2014,regular unleaded,181,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,Wagon,26,20,2031,31810
Chevrolet,Silverado 1500,2017,flex-fuel,285,6,AUTOMATIC,four wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,22,17,1385,31825
Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,29,23,2031,31830
Toyota,Tundra,2017,regular unleaded,310,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,19,15,2031,31830
Mazda,CX-7,2012,premium unleaded,244,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,18,586,31840
Nissan,Frontier,2016,regular unleaded,261,6,MANUAL,four wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,21,16,2009,31840
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,Full-Size Minivan,Large,Passenger Minivan,25,18,2031,31840
GMC,Canyon,2016,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,25,19,549,31855
Ford,E-Series Wagon,2012,flex-fuel,255,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,15,11,5657,31855
Acura,TSX Sport Wagon,2013,premium unleaded,201,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Wagon,30,22,204,31860
Chevrolet,Express,2014,flex-fuel,285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,1385,31865
GMC,Savana,2014,flex-fuel,280,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,549,31865
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,Mid-Size Pickup,Compact,Extended Cab Pickup,23,18,2031,31875
Chrysler,Town and Country,2016,flex-fuel,283,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,25,17,1013,31875
Acura,ILX,2016,premium unleaded,201,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,36,25,204,31890
Volkswagen,Jetta Hybrid,2014,premium unleaded,170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,31895
Ford,E-Series Wagon,2013,flex-fuel,225,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,16,13,5657,31900
Buick,Regal,2016,premium unleaded,259,4,AUTOMATIC,front wheel drive,4,Performance ,Midsize,Sedan,30,21,155,31900
Hyundai,Santa Fe,2015,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,1439,31900
Acura,TLX,2017,premium unleaded,206,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,35,24,204,31900
Honda,Accord Hybrid,2014,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50,2202,31905
Chevrolet,Camaro,2017,premium unleaded,275,4,MANUAL,rear wheel drive,2,Performance,Midsize,Convertible,30,20,1385,31905
Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,rear wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,25,18,5657,31905
Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,rear wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,25,18,5657,31905
Nissan,Titan,2014,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Crew Cab Pickup,18,13,2009,31910
Chevrolet,Equinox,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,1385,31920
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,Mid-Size Pickup,Compact,Crew Cab Pickup,23,18,2031,31920
Chevrolet,Silverado 1500,2015,flex-fuel,285,6,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,24,18,1385,31940
Nissan,Titan,2015,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,18,13,2009,31940
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,18,2202,31945
Nissan,Altima,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,32,22,2009,31950
Kia,Soul EV,2016,electric,109,0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,Wagon,92,120,1720,31950
GMC,Sierra 1500,2016,flex-fuel,285,6,AUTOMATIC,four wheel drive,2,Full-Size Pickup,Large,Regular Cab Pickup,22,17,549,31955
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,24,155,31965
Acura,ILX,2017,premium unleaded,201,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,35,25,204,31980
Nissan,Pathfinder,2017,regular unleaded,284,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,26,19,2009,31980
Acura,TSX Sport Wagon,2014,premium unleaded,201,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Wagon,30,22,204,31985
Kia,Cadenza,2017,regular unleaded,290,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,28,20,1720,31990
Volkswagen,Golf GTI,2017,premium unleaded,220,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Compact,4dr Hatchback,32,24,873,31990
Toyota,Tundra,2015,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,Full-Size Pickup,Large,Extended Cab Pickup,18,13,2031,31990
Volkswagen,Beetle Convertible,2015,premium unleaded,210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,29,23,873,31995
Volkswagen,Beetle Convertible,2015,premium unleaded,210,4,AUTOMATED_MANUAL,front wheel drive,2,Performance,Compact,Convertible,29,23,873,31995
Dodge,Challenger,2015,regular unleaded,375,8,MANUAL,rear wheel drive,2,Performance,Large,Coupe,23,15,1851,31995
Dodge,Challenger,2016,regular unleaded,375,8,MANUAL,rear wheel drive,2,High-Performance,Large,Coupe,23,15,1851,31995
Dodge,Charger,2016,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Performance,Large,Sedan,31,19,1851,31995
